system,method,shots,computer,Moment 0,Moment 1,Moment 2,Moment 3,Moment 4,Moment 5,Moment 6,Moment 7,Moment 8,Moment 9,Moment 10,Moment 11,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5,PDS 6
linear_4,mix,471600,qasm simulator,1.0,1.9369085173501575,12.958990536277605,25.41430073606734,287.4542586750792,-33.821033602171184,10324.411257242518,-41215.58412284003,590395.426868385,-4295377.027843242,44861661.035558976,-396020021.13002837,1.9369085173501575,-3.5736689448283387,-6.6609863886429865,-8.54086272879957,-9.322519780931152,-9.701010149143746
linear_4,mix,471600,qasm simulator,1.0,1.853838065194532,12.521556256572026,25.144058885383778,264.91377497371195,62.45045143043476,8820.212520798823,-29412.807491552358,460837.6879676702,-3079104.5981149655,32450077.392255645,-273859580.97074944,1.853838065194532,-3.3777941248688137,-6.31524732443655,-8.246044164927136,-9.055001406332899,-9.550772773419482
linear_4,mix,471600,qasm simulator,1.0,1.9179810725552056,12.50262881177708,26.633017875920075,251.83701366982143,227.53291583140424,7002.941964699377,-9457.331834608543,247703.16867561435,-837536.8319281262,9147256.807631837,-33915937.289013416,1.9179810725552056,-3.306323300355742,-5.70899574890998,-6.944299916948902,-6.982913314222567,-11.593777736356234
linear_4,mix,471600,qasm simulator,1.0,1.9626708727655098,12.31861198738171,29.41692954784433,245.29863301787583,280.903801028734,7378.061076491929,-16189.119876406936,358898.78045752563,-2192635.5968179833,25117100.450306494,-210227005.44979995,1.9626708727655098,-3.037175846062768,-5.886017477189939,-8.283368628039925,-9.218366355260471,-9.612380220255073
linear_4,mix,471600,qasm simulator,1.0,1.9442691903259726,12.494216614090426,26.77392218717141,257.85594111461626,191.99499101283166,7456.891301582689,-12632.417349985168,276719.89668294735,-1052720.5671079366,10910977.905762177,-47117795.53678035,1.9442691903259726,-3.31603019331399,-5.934465754268062,-7.084834799060924,-7.117840451239245,-11.553255004866774
linear_4,mix,471600,qasm simulator,0.9999999999999999,1.8370136698212405,13.181913774973717,23.87697160883283,289.8349106203994,-32.862286522355376,10025.728238129157,-37501.510281287075,546727.4754837045,-3839842.3793022856,40178581.69165769,-348950170.2859478,1.837013669821241,-3.6567014051239326,-6.414867765125038,-8.34787730647832,-9.249963844001945,-9.66086321610649
linear_4,mix,471600,qasm simulator,1.0,1.9363827549947423,12.511041009463716,28.666140904311213,245.65825446898066,350.40788021942063,6355.27694927758,-2640.8538838211884,208490.29774149522,-545949.1696819589,7925395.950474143,-31945947.858416576,1.9363827549947423,-3.151609088201193,-5.3535712197656915,-6.6846138584464585,-7.000074649379116,-16.01403982277754
linear_4,mix,471600,qasm simulator,0.9999999999999999,1.7986330178759198,13.010515247108302,20.5609884332282,308.67192429022094,-361.11765421930664,12807.15632782476,-67763.72118969074,826003.1316287912,-6602509.742151683,66442430.327215165,-604305837.8012575,1.7986330178759202,-3.8268719548692536,-7.1992835222412825,-8.795780152257082,-9.395316840963673,-9.77568442402747
linear_4,mix,471600,qasm simulator,0.9999999999999999,1.9405888538380651,12.422712933753937,27.253943217665668,254.11671924290204,188.15406390991114,7634.479728940305,-16883.126214907912,329779.8313767597,-1714104.114499074,18239019.967890207,-127496139.07001434,1.9405888538380656,-3.2461439535556895,-6.022697109793256,-7.633888120469209,-8.089883561079379,-8.23203776729029
linear_4,mix,471600,qasm simulator,1.0,1.9584647739221872,12.219768664563617,31.569400630914778,215.2544689800213,617.9678715171478,3648.21358038122,22501.142502317925,-42836.80551684998,1890297.8131367897,-16352359.160069795,207780040.77279663,1.9584647739221872,-2.80692485428956,-3.977758194511738,-37.30876043909237,-11.224959037881865,-10.291563373722843
linear_4,mix,471600,qasm simulator,0.9999999999999999,2.002103049421661,12.682439537329133,30.41955835962148,245.33228180862224,420.18377336793407,6026.824103570827,1878.9416636882193,169382.35689853632,-115292.20631294695,3561767.0416810587,14078732.650835497,2.0021030494216614,-3.1169115699331487,-5.1714195955795415,-6.273230954878398,-262.537751377769,-11.199541827149915
linear_4,mix,471600,qasm simulator,0.9999999999999999,1.9148264984227126,12.83280757097791,24.537329127234493,285.88117770767644,-87.34068364646176,10316.76215685157,-41161.71152481442,558659.0504927563,-3838467.8625299805,38349139.188098535,-317998541.7939716,1.914826498422713,-3.585243551644308,-6.780164564784885,-8.250700705071477,-8.790670927060393,-9.476264135024568
linear_4,mix,471600,qasm simulator,1.0,1.9468980021030498,12.757097791798103,25.73659305993689,272.6109358569927,72.5199530698815,8710.430021231943,-24477.92700881791,394674.5137282381,-2204308.947397565,22296738.55981286,-159388169.0026018,1.9468980021030498,-3.4944312169470315,-6.286972212068175,-7.680628892727586,-8.073573175133673,-8.23132466660936
linear_4,mix,471600,qasm simulator,1.0,1.8958990536277607,12.966351209253418,23.07360672975817,301.60567823343797,-241.52631142742925,12262.20015171426,-62814.2150204002,808630.1543197407,-6574538.410519961,68055641.11456393,-633022581.4869833,1.8958990536277607,-3.7244423103628335,-7.119419146296854,-8.999831145439327,-9.630062810293376,-9.838939317594221
linear_4,mix,471600,qasm simulator,1.0,1.976340694006309,12.615141955835956,26.522082018927467,273.7528916929548,10.864749576540945,9856.34463017353,-39740.12023554849,579746.0739111961,-4307895.247574232,45356959.54662474,-406028207.52808005,1.976340694006309,-3.410502748023134,-6.7160320674746465,-8.713208322885448,-9.40970027904374,-9.744244891674398
linear_4,mix,471600,qasm simulator,1.0,2.005783385909569,12.515247108307035,29.388538380652005,249.73817034700372,269.6363615173041,7445.570502516003,-16158.25667476461,355814.311004405,-2148374.9408190735,24625407.69758336,-205405930.4673708,2.005783385909569,-3.14864754133427,-5.882889292136361,-8.163468658053207,-9.230916419021675,-9.62410197483035
linear_4,mix,471600,qasm simulator,1.0,1.8953732912723449,12.750788643533127,23.910094637224002,280.26603575184026,-64.85106421552567,10068.920502544803,-41877.84958103041,586216.9332802682,-4373997.873938185,45660793.8698964,-409580944.1276747,1.8953732912723449,-3.5923571400413423,-6.6134105680629425,-8.592124782651725,-9.432435323079176,-9.745827078099104
linear_4,mix,471600,qasm simulator,1.0,1.968454258675079,12.621451104100947,28.442691903259753,250.61514195583544,314.9734736056943,6562.703124703234,-3698.156459625021,203818.9682102267,-397311.9351266235,5322357.862933998,2298370.6776511553,1.968454258675079,-3.2372920390362605,-5.499212356252226,-6.573611347810162,-410.48658958298546,-11.145358407010717
