system,method,shots,computer,Moment 0,Moment 1,Moment 2,Moment 3,Moment 4,Moment 5,Moment 6,Moment 7,Moment 8,Moment 9,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5
linear_4,mix,21501,qasm simulator,1.0,1.9115357395612174,6.752300070771408,12.071293492510986,73.45729931664982,7.6704256726185935,1238.6878864873022,-3627.1967677189514,34444.18977179117,-181770.7745988651,1.9115357395612174,-2.8342130932027523,-5.268705482409937,-6.241543635611858,-6.45851835257393
linear_4,mix,21501,qasm simulator,1.0,1.8407643312101913,6.780608634111817,10.260334365899796,78.14672885269104,-40.16352836077148,1471.85545229891,-5289.312345550106,44411.325942942,-247391.66478716373,1.8407643312101913,-3.172232295364653,-5.389237056844753,-6.300513327881488,-6.463097690012736
linear_4,mix,21501,qasm simulator,1.0,1.8280254777070062,6.644727530077846,11.190456301555807,73.00287726381497,-4.3113129836533215,1256.3681157402573,-3868.0195955588006,35412.58766953236,-189010.6213381603,1.8280254777070062,-2.82709084728078,-5.218174776720827,-6.210389254156336,-6.454852901197065
linear_4,mix,21501,qasm simulator,1.0,1.8237791932059446,6.893842887473461,10.321232582692323,81.82002018725422,-51.99815530263471,1599.1009130671864,-5994.183286345759,49497.47957490753,-279277.93309201475,1.8237791932059446,-3.169403707621695,-5.503147150344337,-6.305567837150845,-6.458991579378112
linear_4,mix,21501,qasm simulator,1.0,1.8294409058740269,6.885350318471337,9.770074135950717,83.81595953267667,-72.54516027983715,1714.7910503173123,-6823.530286682212,54712.855394289596,-313834.2278259256,1.8294409058740269,-3.315873197581939,-5.6077292194815325,-6.338748608675734,-6.462360358083927
linear_4,mix,21501,qasm simulator,1.0,1.8619957537154992,6.6786978060863404,12.331453830357454,67.98683187729864,46.15524462543363,947.7761419140752,-1667.731289083783,21242.792071281838,-95058.20497024107,1.8619957537154992,-2.6122663722145214,-4.658369755099951,-6.064589263957727,-6.4574410131818905
linear_4,mix,21501,qasm simulator,1.0,1.7501769285208777,6.922151450813873,8.294119011984732,91.04359982829234,-130.6718527026559,2078.248500458275,-9288.044423561087,70611.68606499372,-417879.3275904082,1.7501769285208777,-3.4783593021965906,-5.8244255262692395,-6.355874361295059,-6.459778429306644
linear_4,mix,21501,qasm simulator,1.0,1.8096249115357397,7.29299363057325,9.88916733377421,88.8325154014827,-69.97304885547578,1750.4637383546233,-6668.6296450987875,54042.06403072177,-305254.7346420242,1.8096249115357397,-3.403732747054155,-5.409458154091361,-6.345345308420093,-6.462035252463305
linear_4,mix,21501,qasm simulator,1.0,1.8931351733899506,6.834394904458598,12.05078138595942,74.69094938104023,8.072940958082567,1248.4502569814242,-3592.426890814791,34302.45102270481,-179759.1178053899,1.8931351733899506,-2.851323537132405,-5.2032731002091035,-6.239535247247693,-6.457764726715469
linear_4,mix,21501,qasm simulator,1.0,1.8676574663835805,7.0806794055201685,10.128618333275318,87.45848270741244,-79.66599375819396,1821.1086863202363,-7362.972840021816,58787.141333983025,-338928.86309793167,1.8676574663835805,-3.4100511141439553,-5.687634503723745,-6.3491692120768395,-6.46147831999629
