system,method,shots,computer,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5,PDS 6
linear_4,qwc,471696,qasm simulator,2.218454258675079,-3.327217842443995,-6.13905550693868,-7.918077208955031,-8.870269616601298,-9.357134939381286
linear_4,qwc,471696,qasm simulator,2.177444794952682,-3.532794327067245,-6.729316466801064,-8.734254177791756,-9.549554319536997,-9.789653884648391
linear_4,qwc,471696,qasm simulator,2.1553627760252363,-3.142058760503572,-5.266581785120546,-6.53255331007073,-6.63058317282663,-12.000421613769344
linear_4,qwc,471696,qasm simulator,2.272870662460568,-3.2492144938285814,-5.6113327012794,-6.751660764012733,-6.822003605803867,-11.794871163209171
linear_4,qwc,471696,qasm simulator,2.2594637223974763,-3.1857336602120494,-5.807186284364628,-7.8854970627867775,-9.01538326943512,-9.44722771705008
linear_4,qwc,471696,qasm simulator,2.1924290220820186,-3.333569269675013,-6.249750587452425,-8.570501638278735,-9.566572520062206,-9.78991178236759
linear_4,qwc,471696,qasm simulator,2.2484227129337544,-3.1678320128510724,-6.119141956776294,-8.352883254590598,-9.336071288134537,-9.662359493727532
linear_4,qwc,471696,qasm simulator,2.305205047318612,-3.4822088199689953,-6.406917300782999,-8.560749983789364,-9.487295744617864,-9.75263384903803
linear_4,qwc,471696,qasm simulator,2.264195583596215,-3.4649907360192405,-6.466568394599221,-8.492326123680565,-9.386764397622613,-9.704340468233273
linear_4,qwc,471696,qasm simulator,2.227129337539432,-3.228658589867498,-5.77369798099927,-8.018678308574836,-9.273191258172282,-9.61639048902186
linear_4,qwc,471696,qasm simulator,2.1332807570977916,-3.37112242396437,-6.7434016987312955,-9.105067434326081,-9.807635789977493,-9.899967684793916
linear_4,qwc,471696,qasm simulator,2.1088328075709777,-3.5916592017320172,-6.542517012750206,-8.527909673968676,-9.432747905433459,-9.733769540969915
linear_4,qwc,471696,qasm simulator,2.227129337539432,-3.0391355134171874,-5.437731095091493,-7.615720898965662,-9.102175025400125,-9.483615757289462
linear_4,qwc,471696,qasm simulator,2.226340694006309,-2.9177545639779936,-4.941548193736946,-6.369247500356387,-7.387913355896086,-7.4122391700455434
linear_4,qwc,471696,qasm simulator,2.0954258675078865,-3.9231022576185954,-7.543861475975946,-9.225452926958656,-9.730841806383506,-9.878424552894884
linear_4,qwc,471696,qasm simulator,2.2839116719242902,-3.428493051066713,-6.1853815079090895,-7.685359548866273,-8.31403479823743,-8.657654253506468
linear_4,qwc,471696,qasm simulator,2.1593059936908516,-3.161218973401567,-5.99980258546675,-8.281909796838173,-9.298011917281006,-9.648600159137835
linear_4,qwc,471696,qasm simulator,2.1246056782334386,-3.4753771434848484,-6.501767939841507,-8.273597470728374,-9.014743313663455,-9.543024744113279
linear_4,qwc,471696,qasm simulator,2.1853312302839116,-3.279769116129447,-6.557445277255236,-8.547302264757128,-9.364107656455907,-9.706404045673752
linear_4,qwc,471696,qasm simulator,2.1545741324921135,-3.52179107434642,-6.104221124616551,-7.450909072057344,-8.029921527542024,-8.142894425785116
linear_4,qwc,471696,qasm simulator,2.22397476340694,-3.3894534778251932,-5.821811741283698,-7.491609429696853,-8.399820802266987,-8.801524665115505
